Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,BCS,Dag,Status1,Weight,Lactation,Visit,Date,FEC,TFEC,month,plant,farm,tx2,month2,Time,Status,plantx,plantreal,season,plantx2,plantx3
CHINKHOWE,Plant,72,4,F,0,0,4,2,0,Sick,32.6,Lactating,2,04/03/2021,13650,,March,Gmelina arborea,P18,plantpl,3,14,2,1,1,Rainy,1,1
CHINKHOWE,Plant,73,3,F,0,0,2,2,0,Healthy,28.6,NotLactating,29,04/03/2021,2950,,March,Gmelina arborea,P18,nonepl,3,393,1,2,2,Rainy,2,2
CHINKHOWE,Plant,74,1,F,0,0,4,2,0,Sick,23.1,NotLactating,1,04/03/2021,,,March,Gmelina arborea,P18,nonepl,3,1,2,0,0,Rainy,0,0
CHINKHOWE,Plant,75,4,F,0,0,4,2,0,Sick,34.2,Lactating,1,04/03/2021,4050,,March,Gmelina arborea,P18,plantpl,3,1,2,0,0,Rainy,0,0
CHINKHOWE,Plant,79,3,F,0,0,2,2,0,Healthy,31.3,Lactating,17,01/10/2020,,,October,Commiphora africana,P19,,9,226,1,5,5,Dry,4+,4+
CHINKHOWE,Plant,80,4,F,0,0,3,1,0,Sick,32.6,Lactating,3,04/02/2021,,,February,Commiphora africana,P19,,2,28,2,2,2,Rainy,2,2
CHINKHOWE,Plant,81,3,F,0,0,2,1.5,4,Sick,34.2,Lactating,20,04/02/2021,,,February,Commiphora africana,P19,,2,267,2,6,6,Rainy,4+,4+
CHINKHOWE,Plant,82,4,F,0,0,4,1.5,0,Sick,29.9,Lactating,1,04/02/2021,,,February,Commiphora africana,P19,,2,1,2,0,0,Rainy,0,0
CHINKHOWE,Plant,86,4,F,0,0,2,2,0,Healthy,29.9,Lactating,29,04/03/2021,50,,March,Ficus ingens,P20,nonepl,3,393,1,0,0,Rainy,0,0
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,0,Healthy,27.2,Lactating,29,04/03/2021,450,,March,Ficus ingens,P20,nonepl,3,393,1,0,0,Rainy,0,0
CHINKHOWE,Plant,91,4,F,0,0,2,3,4,Sick,28.6,Lactating,3,25/06/2020,,.,June,Commiphora africana,P21,,6,28,2,0,0,Dry,0,0
CHINKHOWE,Plant,92,4.5,F,0,1,4,1.5,0,Sick,28.6,Lactating,1,25/06/2020,,.,June,Commiphora africana,P21,,6,1,2,0,0,Dry,0,0
CHINKHOWE,Plant,93,4.5,F,0,0,4,1,0,Sick,32.6,Lactating,2,04/03/2021,100,,March,Commiphora africana,P21,nonepl,3,14,2,1,1,Rainy,1,1
CHINKHOWE,Plant,95,1,F,0,0,2,2.5,0,Healthy,27.2,Pregnant,13,04/03/2021,150,,March,Ficus ingens,P22,nonepl,3,167,1,2,2,Rainy,2,2
CHINKHOWE,Plant,96,2,F,0,0,2,1.5,0,Borderline,16.8,NotLactating,4,01/10/2020,,,October,Ficus ingens,P22,,9,43,1,2,2,Dry,2,2
CHINKHOWE,Plant,97,4,F,0,0,2,2,0,Healthy,28.6,Pregnant,29,04/03/2021,450,,March,Ficus ingens,P22,nonepl,3,393,1,5,5,Rainy,4+,4+
CHINKHOWE,Plant,98,1.5,F,0,0,2,2,0,Healthy,15.9,NotLactating,12,23/07/2020,,,July,Ficus ingens,P22,,7,155,1,0,0,Dry,0,0
CHINKHOWE,Plant,99,3,F,0,0,2,2,0,Healthy,32.6,Lactating,29,04/03/2021,1200,,March,Ficus ingens,P22,nonepl,3,393,1,0,0,Rainy,0,0
KAMCHEZERA,Drug,100,3,F,0,0,3,2,0,Borderline,31.3,Lactating,3,13/03/2020,400,400,March,,D1,,2,28,1,1,0,Rainy,1,0
KAMCHEZERA,Drug,101,2,F,0,0,2,1.5,0,Healthy,27.2,NotLactating,29,26/02/2021,600,,February,,D1,nonedr,2,392,1,1,0,Rainy,1,0
KAMCHEZERA,Drug,102,4.5,F,0,0,2,2,0,Healthy,28.6,Lactating,5,20/11/2020,,,November,,D1,,10,56,1,1,0,Rainy,1,0
KAMCHEZERA,Drug,105,1,F,0,0,2,1.5,0,Healthy,28.6,Lactating,29,26/02/2021,,,February,,D3,nonedr,2,392,1,4,0,Rainy,4+,0
KAMCHEZERA,Drug,106,1,F,1,0,2,2,0,Sick,24.5,NotLactating,28,26/02/2021,400,,February,,D3,nonedr,2,378,2,5,0,Rainy,4+,0
KAMCHEZERA,Drug,107,1,F,1,0,4,1.5,0,Sick,23.1,NotLactating,20,04/12/2020,,,December,,D3,,12,266,2,2,0,Rainy,2,0
KAMCHEZERA,Drug,108,3,F,0,0,4,1.5,0,Sick,23.1,NotLactating,5,26/02/2021,950,,February,,D3,nonedr,2,1,2,0,0,Rainy,0,0
KAMCHEZERA,Drug,111,1,F,0,0,2,2,0,Healthy,32.6,NotLactating,28,26/02/2021,3000,,February,,D6,,2,378,1,3,0,Rainy,3,0
KAMCHEZERA,Drug,114,4,F,0,0,2,2,0,Healthy,36.7,Lactating,6,24/04/2020,,.,April,,D7,,4,70,1,2,0,Rainy,2,0
KAMCHEZERA,Drug,115,3,F,0,0,3,1,0,Sick,24.5,Lactating,5,10/04/2020,,.,April,,D7,,4,56,2,4,0,Rainy,4+,0
KAMCHEZERA,Drug,116,3.5,F,0,0,3,1.5,0,Borderline,32.6,Lactating,5,10/04/2020,,.,April,,D7,,3,56,1,5,0,Rainy,4+,0
MKWINDA,Drug,120,3,F,,0,2,2,0,Healthy,29.9,Lactating,7,13/05/2020,,.,May,,D11,,4,85,1,3,0,Dry,3,0
MKWINDA,Drug,121,3.5,F,0,0,2,2,0,Healthy,27.2,Lactating,29,03/03/2021,1300,,March,,D11,nonedr,3,393,1,2,0,Rainy,2,0
MKWINDA,Drug,122,2,F,0,0,2,2,0,Healthy,23.1,Lactating,29,03/03/2021,1450,,March,,D11,nonedr,3,393,1,0,0,Rainy,0,0
MKWINDA,Drug,123,2,F,0,0,2,2,0,Healthy,23.1,Lactating,29,03/03/2021,250,,March,,D11,nonedr,3,393,1,2,0,Rainy,2,0
MKWINDA,Drug,128,4,F,0,0,3,2.5,0,Borderline,28.6,NotLactating,4,15/04/2020,,.,April,,D12,,3,42,1,3,0,Rainy,3,0
MKWINDA,Drug,132,1.5,F,0,0,2,2,0,Healthy,28.6,NotLactating,29,03/03/2021,8250,,March,,D14,nonedr,3,393,1,3,0,Rainy,3,0
MKWINDA,Drug,135,4,F,0,0,2,3,0,Healthy,38.1,Pregnant,14,19/08/2020,,,August,,D16,,8,183,1,1,0,Dry,1,0
MKWINDA,Drug,136,1,F,0,0,2,2.5,0,Healthy,23.1,NotLactating,29,03/03/2021,1150,,March,,D16,nonedr,3,393,1,1,0,Rainy,1,0
MKWINDA,Drug,137,4,F,0,0,3,2,0,Borderline,25.9,Lactating,24,06/01/2021,,,January,,D16,,12,323,1,2,0,Rainy,2,0
KAMCHEZERA,Drug,138,1,F,0,0,2,1,0,Sick,25.9,Lactating,4,26/02/2021,3500,,February,,D7,nonedr,2,42,2,1,0,Rainy,1,0
KAMCHEZERA,Drug,139,1.5,F,0,0,3,1,0,Sick,24.5,Lactating,3,10/04/2020,,.,April,,D7,,4,28,2,2,0,Rainy,2,0
KAMCHEZERA,Drug,140,1,F,0,0,2,2,0,Healthy,25.9,Lactating,17,26/02/2021,500,,February,,D9,nonedr,2,224,1,0,0,Rainy,0,0
KAMCHEZERA,Drug,141,1.5,F,0,0,2,2.5,0,Healthy,23.1,Lactating,16,26/02/2021,,,February,,D9,,2,210,1,0,0,Rainy,0,0
MKWINDA,Drug,142,2,F,0,0,2,2,0,Healthy,25.9,Lactating,27,03/03/2021,550,,March,,D17,nonedr,3,1,2,0,0,Rainy,0,0
MKWINDA,Drug,143,4,F,0,0,2,2,0,Healthy,29.9,Lactating,27,03/03/2021,3050,,March,,D17,nonedr,3,365,1,1,0,Rainy,1,0
MKWINDA,Drug,150,4.5,F,0,0,2,2,0,Healthy,34.2,Lactating,2,15/04/2020,,.,April,,D18,,3,14,1,1,0,Rainy,1,0
